X,var,Estimate,Std..Error,t.value,Pr...t..,Dependent,Independent,AGM,Data,Type,BRAND,STRATEGIC.PILLAR,DEMOGRAPHIC,MARKETINGSEGMENT,CAMPAIGN,PROGRAM,PROGRAMCATEGORY,ACTIVITY,METRIC,spend_1Year,spend_3Year,fname,Dependent_Variable,Dependent_Demography,Dependent_Metric
18,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD,0.301506536,0.300154868,1.004503236,0.316960166,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD_80_30_1,SOUTH AUSTRALIA - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q1 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,51882.99102,241361.8332,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
19,NAT_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD,0.831259174,0.326315776,2.547407249,0.011990585,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD_80_30_3,SOUTH AUSTRALIA - METRO,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,88204.02336,170808.7212,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
20,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD,1.593671382,0.419963662,3.79478399,0.000223551,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD_70_40_3,SOUTH AUSTRALIA - METRO,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,MAGAZINE,SPEND,3013.849383,115018.7789,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
21,PFM_BHL_OWN_XXX_BPB_CON_NAT_XXX_CON_CMU_PCT,0.397336285,0.211681865,1.877044524,0.062702621,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,PFM_BHL_OWN_XXX_BPB_CON_NAT_XXX_CON_CMU_PCT,SOUTH AUSTRALIA - METRO,Performance,Brand Health,XXXX,Unknown,BOOMERS+PRE-BOOMERS,CONSUMER,NATIONAL,XXX,CONSIDERATION,Cons Multiple / Unspecified,PERCENTAGE,24794.33674,229019.5636,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
1,(Intercept),435.6138143,19.16063599,22.73483064,3.60E-48,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,(Intercept),SOUTH AUSTRALIA - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39997.70413,19136.75353,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
2,CRL_SUB_OWN_XXX_XXX_CON_NAT_SPR_ACT_CRH_9MA,0.546466938,0.425639153,1.283873758,0.201369153,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,CRL_SUB_OWN_XXX_XXX_CON_NAT_SPR_ACT_CRH_9MA,SOUTH AUSTRALIA - REGIONAL,Control,Prepaid Subsidy,XXXX,Unknown,UNKNOWN,CONSUMER,NATIONAL,SUBSIDY_PREPAID,ACTIVATION,CONS PREPAID MOBILE HH,X9MA,75169.98224,280018.6099,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
3,DUMMY_CRH_CON_ACT_070613_070613_SPK_BPB_REG,48.12744151,48.70307593,0.988180738,0.324818975,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_070613_070613_SPK_BPB_REG,SOUTH AUSTRALIA - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88663.53728,243304.8435,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
4,DUMMY_CRH_CON_ACT_120713_120713_SPK_BPB_REG,101.4482597,48.20710052,2.104425668,0.03718146,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_120713_120713_SPK_BPB_REG,SOUTH AUSTRALIA - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35333.15992,204964.7593,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
5,DUMMY_CRH_CON_ACT_190713_190713_SPK_BPB_REG,60.94559982,48.17809255,1.265006491,0.208032251,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_190713_190713_SPK_BPB_REG,SOUTH AUSTRALIA - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92242.15232,10053.99789,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
6,DUMMY_CRH_CON_ACT_230813_041225_STR_BPB_REG,-231.1318233,32.48367369,-7.115322778,5.81E-11,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_230813_041225_STR_BPB_REG,SOUTH AUSTRALIA - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29079.62778,148321.528,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
7,DUMMY_CRH_CON_ACT_261214_261214_SET_BPB_REG,230.9000695,34.05906949,6.779400406,3.36E-10,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SET_BPB_REG,SOUTH AUSTRALIA - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80254.23655,241638.1275,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
8,ECO_MCR_XXX_XXX_XXX_XXX_NAT_XXX_EPP_POS_AUD,0.196337182,0.145379227,1.350517449,0.179093029,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,ECO_MCR_XXX_XXX_XXX_XXX_NAT_XXX_EPP_POS_AUD,SOUTH AUSTRALIA - REGIONAL,Control,Macroeconomic,XXX,Unknown,XXX,XXX,NATIONAL,XXX,EARNINGS,POSITIVE,TOTAL EARNINGS,43732.71884,53537.37543,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
9,LOC_BTL_OWN_XXX_BPB_MES_101_FNB_CRH_DML_VOL,0.751161083,0.440744552,1.704300323,0.090608577,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_BPB_MES_101_FNB_CRH_DML_VOL_10_80_2,SOUTH AUSTRALIA - REGIONAL,LOC,BTL  ,XXXX,Unknown,BOOMERS+PRE-BOOMERS,MARKETING ENABLEMENT,TC_ALL_PRODUCTS_ALWAYS_ON_DM,FIXED AND BUNDLES,CONSUMER CRM - AT HOME,Direct Mail,VOLUME,51491.24811,62909.46684,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
10,LOC_TRA_XXX_XXX_XXX_RMC_P28_PRE_CMB_ODR_AUD,0.646223825,0.294155442,2.196878699,0.02972268,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_P28_PRE_CMB_ODR_AUD_40_80_2,SOUTH AUSTRALIA - REGIONAL,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,37226.19669,93157.6861,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
11,LOC_TRA_XXX_XXX_XXX_RMC_Q01_PRE_CMB_ODR_AUD,0.799329757,0.277207812,2.883503723,0.004573363,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_Q01_PRE_CMB_ODR_AUD_80_80_3,SOUTH AUSTRALIA - REGIONAL,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F16 Q2 PREPAID DATA ROLLOVER,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,53738.05697,57288.21757,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
12,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD,0.274348203,0.250118893,1.096871169,0.274636091,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD_80_30_3,SOUTH AUSTRALIA - REGIONAL,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PREPAID BACK TO IT,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,32045.15467,281654.6367,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
13,NAT_TRA_XXX_XXX_XXX_BRD_MUL_OTH_BDM_PRS_RDR,0.258486778,0.247631021,1.043838439,0.298412022,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_BRD_MUL_OTH_BDM_PRS_RDR_80_30_0,SOUTH AUSTRALIA - REGIONAL,NAT,Traditional Media,XXX,Unknown,UNKNOWN,BRAND,MULTIPLE,OTHER,BRAND DEVELOPMENT,PRESS,READERSHIP,37993.91796,115377.1893,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
14,NAT_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD,0.441520793,0.20197545,2.186012177,0.030525946,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD_80_30_3,SOUTH AUSTRALIA - REGIONAL,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,4646.503913,196494.5432,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
15,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD,0.480904884,0.470598152,1.021901343,0.308641929,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD_10_80_3,SOUTH AUSTRALIA - REGIONAL,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,MAGAZINE,SPEND,74789.85837,140161.1161,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
16,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_ODR_AUD,0.476759655,0.397430062,1.199606422,0.232377941,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_ODR_AUD_40_60_3,SOUTH AUSTRALIA - REGIONAL,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,72562.04754,173354.1211,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
1,(Intercept),1440.773763,160.8506882,8.957212303,2.47E-15,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,(Intercept),VICTORIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59766.52169,242560.8943,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
2,(Intercept),20.08258004,6.412984114,3.131549944,0.002090968,NAT_DIG_XXX_XXX_XXX_DIG_N09_MOB_CDM_MSR_CLK_10_80_0,(Intercept),VICTORIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77168.30112,236122.8949,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
3,CRL_CMP_O94_XXX_XXX_RMC_NAT_PRE_CMB_ONL_AUD,-3.02278451,1.101946349,-2.743132198,0.006918735,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,CRL_CMP_O94_XXX_XXX_RMC_NAT_PRE_CMB_ONL_AUD_70_50_0,VICTORIA - METRO,Control,Competitor Media,TravelSIM,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Prepaid Handheld,Consumer - Mobility,Online,Spend,16128.72247,211127.437,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
4,DUMMY_CRH_CON_ACT_010213_010213_SPK_BPB_REG,2118.708547,247.6035857,8.556857287,2.36E-14,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_010213_010213_SPK_BPB_REG,VICTORIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77612.96391,103024.595,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
5,DUMMY_CRH_CON_ACT_040113_040113_DIP_BPB_REG,-272.5900659,276.0887047,-0.987327845,0.325261369,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_040113_040113_DIP_BPB_REG,VICTORIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2449.61811,230648.6839,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
6,DUMMY_CRH_CON_ACT_040113_041215_TRD_BPB_REG,-7.444691884,1.181270835,-6.302273504,3.93E-09,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_040113_041215_TRD_BPB_REG,VICTORIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30715.12869,159605.3807,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
7,DUMMY_CRH_CON_ACT_080213_080213_SPK_BPB_REG,845.4276508,263.2556937,3.211431589,0.001653782,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_080213_080213_SPK_BPB_REG,VICTORIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77471.40665,35080.97284,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
8,DUMMY_CRH_CON_ACT_250915_251215_TRD_BPB_REG,542.876094,113.2375409,4.794135315,4.28E-06,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_250915_251215_TRD_BPB_REG,VICTORIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54364.2092,100552.68,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
9,DUMMY_CRH_CON_ACT_261214_261214_SET_BPB_REG,846.8948809,174.4553442,4.854508096,3.31E-06,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SET_BPB_REG,VICTORIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25930.14603,76410.21078,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
10,LOC_BTL_OWN_XXX_BPB_MES_MUL_FNB_CRH_EML_VOL,1.288437297,1.1839946,1.088212139,0.278454832,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_BPB_MES_MUL_FNB_CRH_EML_VOL_80_60_3,VICTORIA - METRO,LOC,BTL  ,XXXX,Unknown,BOOMERS+PRE-BOOMERS,MARKETING ENABLEMENT,MULTIPLE,FIXED AND BUNDLES,CONSUMER CRM - AT HOME,Email,VOLUME,34239.10736,205017.9935,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
11,LOC_TRA_TTL_XXX_XXX_BRD_P08_OTH_BDM_TVC_GRP,3.921824894,1.466073506,2.675053384,0.008402896,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_BRD_P08_OTH_BDM_TVC_GRP_80_30_0,VICTORIA - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,BRAND,Q3 CUSTOMER SERVICE,OTHER,BRAND DEVELOPMENT,TV-FREE TO AIR,GRP/TARP,86911.5913,102103.6031,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
12,LOC_TRA_TTL_XXX_XXX_LPS_MUL_MUS_LVG_RAD_IMP,2.417056674,1.479134903,1.634101575,0.104584794,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_LPS_MUL_MUS_LVG_RAD_IMP_10_80_1,VICTORIA - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,LOYALTY PARTNERSHIPS AND SPONSORSHIPS,MULTIPLE,MUSIC,LEVERAGED,RADIO,IMPRESSIONS,26933.63157,84657.24539,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
13,LOC_TRA_TTL_XXX_XXX_RMC_N84_PPD_CMB_TVC_GRP,3.428724587,1.312880133,2.611605204,0.010039336,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_N84_PPD_CMB_TVC_GRP_80_70_0,VICTORIA - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,NONE,POSTPAID HANDHELD,CONSUMER - MOBILITY,TV-FREE TO AIR,GRP/TARP,14947.60128,82511.14178,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
14,LOC_TRA_TTL_XXX_XXX_RMC_P28_PRE_CMB_RAD_IMP,7.334254183,1.123759864,6.52653153,1.27E-09,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_P28_PRE_CMB_RAD_IMP_80_80_3,VICTORIA - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,RADIO,IMPRESSIONS,30562.86878,48487.25494,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
15,LOC_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD,5.167399896,1.396643439,3.699870528,0.000313842,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD_80_30_3,VICTORIA - METRO,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,48801.78322,275303.7309,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
16,NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_DSR_CLK,0.151164805,0.109818879,1.376491971,0.170720611,NAT_DIG_XXX_XXX_XXX_DIG_N09_MOB_CDM_MSR_CLK_10_80_0,NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_DSR_CLK_10_30_1,VICTORIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,CLICKS,53794.02102,95323.5257,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
17,NAT_DIG_XXX_XXX_XXX_DIG_N08_MOB_CDM_DSR_CLK,3.29560769,1.644785314,2.003670425,0.047121837,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_N08_MOB_CDM_DSR_CLK_10_80_0,VICTORIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - PREPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,CLICKS,54947.22556,145941.2012,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
18,NAT_DIG_XXX_XXX_XXX_DIG_N09_MOB_CDM_MSR_CLK,2.173929132,1.92515904,1.129220541,0.26082227,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_N09_MOB_CDM_MSR_CLK_10_80_0,VICTORIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - PREPAID BROADBAND - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,72077.33663,159849.1739,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
19,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD,6.910494634,1.630105644,4.239292502,4.15E-05,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD_10_60_1,VICTORIA - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q1 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,4302.781155,254891.8905,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
20,NAT_TRA_XXX_XXX_XXX_RMC_Q01_PRE_CMB_ODR_AUD,2.380906738,2.395354093,0.993968593,0.322029646,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_Q01_PRE_CMB_ODR_AUD_10_80_0,VICTORIA - METRO,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F16 Q2 PREPAID DATA ROLLOVER,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,92950.38507,202105.9378,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
1,(Intercept),1772.231553,138.5221543,12.7938492,7.08E-25,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,(Intercept),VICTORIA - REGIONAL & TASMANIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42683.96188,171073.8726,model_summary_VICTORIA - REGIONAL & TASMANIA_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
2,(Intercept),8.120978723,7.743729727,1.048716705,0.296018063,NAT_DIG_XXX_XXX_XXX_DIG_N05_MOB_CDM_MSR_CLK_10_80_1,(Intercept),VICTORIA - REGIONAL & TASMANIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57534.12961,178581.1654,model_summary_VICTORIA - REGIONAL & TASMANIA_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
